Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
204	PC Fletcher, CD Frith, PM Grasby, ...	Local and distributed effects of apomorphine on fronto-temporal function in acute unmedicated schizophrenia	1996	Journal of …	Soc Neuroscience	https://www.jneurosci.org/content/16/21/7055.short	https://scholar.google.com/scholar?cites=13229487398068437876&as_sdt=2005&sciodt=2007&hl=en	294	2021-12-16 9:10:44									204	8.16	51	4	25	We used positron emission tomography (PET) to measure brain activity in healthy control subjects and unmedicated patients with schizophrenia. Subjects were scanned in the context of a combined psychological and pharmacological challenge, and we examined the …	https://www.jneurosci.org/content/jneuro/16/21/7055.full.pdf	https://scholar.google.com/scholar?q=related:dENgGrKUmLcJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
186	C Büchel, RJS Wise, CJ Mummery, JB Poline, ...	Nonlinear regression in parametric activation studies	1996	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811996900294	https://scholar.google.com/scholar?cites=9298581858217240671&as_sdt=2005&sciodt=2007&hl=en	241	2021-12-16 9:10:44									186	7.44	37	5	25	Parametric study designs can reveal information about the relationship between a study parameter (eg, word presentation rate) and regional cerebral blood flow (rCBF) in functional imaging. The brain's responses in relation to study parameters might be nonlinear, therefore …	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.477.6338&rep=rep1&type=pdf	https://scholar.google.com/scholar?q=related:XyjuHe8yC4EJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
167	KJ Friston	Theoretical neurobiology and schizophrenia	1996	British medical bulletin	academic.oup.com	https://academic.oup.com/bmb/article-abstract/52/3/644/287957	https://scholar.google.com/scholar?cites=4056128922658694603&as_sdt=2005&sciodt=2007&hl=en	231	2021-12-16 9:10:44									167	6.68	167	1	25	This chapter addresses the idea that schizophrenia is a 'disconnection syndrome'from a therotical and computational perspective. The distinction between anatomical and functional connectivity is reviewed and used as a framework to introduce empirical and computational …	https://academic.oup.com/bmb/article-pdf/52/3/644/812171/52-3-644.pdf	https://scholar.google.com/scholar?q=related:y2VCzsNDSjgJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
159	KJ Friston, JB Poline, AP Holmes, CD Frith, ...	A multivariate analysis of PET activation studies	1996	Human brain …	Wiley Online Library	https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-0193(1996)4:2%3C140::AID-HBM5%3E3.0.CO;2-3	https://scholar.google.com/scholar?cites=3569204668676322144&as_sdt=2005&sciodt=2007&hl=en	285	2021-12-16 9:10:44		10.1002/(SICI)1097-0193(1996)4:2%3C140::AID-HBM5%3E3.0.CO;2-3							159	6.36	32	5	25	In this paper we present a general multivariate approach to the analysis of functional imaging studies. This analysis uses standard multivariate techniques to make statistical inferences about activation effects and to describe the important features of these effects …	https://fil.ion.ucl.ac.uk/spm/doc/papers/karl_multivariate_pet.pdf	https://scholar.google.com/scholar?q=related:YDMeV7xciDEJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
138	CD Frith, KJ Friston	The role of the thalamus in “top down” modulation of attention to sound	1996	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811996900725	https://scholar.google.com/scholar?cites=13306247566595931256&as_sdt=2005&sciodt=2007&hl=en	426	2021-12-16 9:10:44									138	5.52	69	2	25	By correlating rCBF with rate of presentation of tones we used PET to identify brain regions where auditory signals elicited a transient neural response. In one condition volunteers were asked to attend to the tones and ignore visual signals, while in the second condition they …	https://www.academia.edu/download/54299097/The_Role_of_the_Thalamus_in_Top_Down_Mod20170831-2916-1pom3bs.pdf	https://scholar.google.com/scholar?q=related:eDxbjKlJqbgJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
119	C Dettmers, A Connelly, KM Stephan, R Turner, ...	Quantitative comparison of functional magnetic resonance imaging with positron emission tomography using a force-related paradigm	1996	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811996900713	https://scholar.google.com/scholar?cites=11440644250871536198&as_sdt=2005&sciodt=2007&hl=en	448	2021-12-16 9:10:44									119	4.76	24	5	25	The intention of our study was to compare functional magnetic resonance imaging (fMRI) with positron emission tomography (PET). We used the same force-related motor paradigm for both techniques, which allows for quantification of stimulus intensity. Regional cerebral …		https://scholar.google.com/scholar?q=related:RhrQvlRVxZ4J:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
0	KJ Friston	Imaging Data	1996	Brain Mapping: The Methods	Academic Press			853	2021-12-16 9:10:44	CITATION								0	0	0	1	25			https://scholar.google.com/scholar?q=related:-OqkFfTonPgJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
955	C Büchel, KJ Friston	Modulation of connectivity in visual pathways by attention: cortical interactions evaluated with structural equation modelling and fMRI.	1997	Cerebral cortex (New York, NY: 1991)	academic.oup.com	https://academic.oup.com/cercor/article-abstract/7/8/768/315909	https://scholar.google.com/scholar?cites=4252245123217727231&as_sdt=2005&sciodt=2007&hl=en	43	2021-12-16 9:10:44									955	39.79	478	2	24	Electrophysiological and neuroimaging studies have shown that attention to visual motion can increase the responsiveness of the motion-selective cortical area V5 and the posterior parietal cortex (PP). Increased or decreased activation in a cortical area is often attributed to …	https://academic.oup.com/cercor/article-pdf/7/8/768/9752615/070768.pdf	https://scholar.google.com/scholar?q=related:_55HA2kCAzsJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
955	CJ Price, KJ Friston	Cognitive conjunction: a new approach to brain activation experiments	1997	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S105381199790269X	https://scholar.google.com/scholar?cites=15178156195973647440&as_sdt=2005&sciodt=2007&hl=en	37	2021-12-16 9:10:44									955	39.79	478	2	24	This paper introduces the concepts and procedures of “cognitive conjunction,” a new approach to designing and analyzing cognitive activation experiments. Cognitive conjunction compliments categorical approaches such as cognitive subtraction and requires …	https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.208.9017&rep=rep1&type=pdf	https://scholar.google.com/scholar?q=related:UExnlqSko9IJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
730	JB Poline, KJ Worsley, AC Evans, KJ Friston	Combining spatial extent and peak intensity to test for activations in functional imaging	1997	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811996902487	https://scholar.google.com/scholar?cites=11062805738266933557&as_sdt=2005&sciodt=2007&hl=en	39	2021-12-16 9:10:44									730	30.42	183	4	24	Within the framework of statistical mapping, there are up to now only two tests used to assess the regional significance in functional images. One is based on the magnitude of the foci and tends to detect high intensity signals, while the second is based on the spatial …	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.208.8800&rep=rep1&type=pdf	https://scholar.google.com/scholar?q=related:NbmNqDT7hpkJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
321	KJ Worsley, JB Poline, KJ Friston, AC Evans	Characterizing the response of PET and fMRI data using multivariate linear models	1997	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811997902949	https://scholar.google.com/scholar?cites=12384173846740120844&as_sdt=2005&sciodt=2007&hl=en	108	2021-12-16 9:10:44									321	13.38	80	4	24	This paper presents a new method for characterizing brain responses in both PET and fMRI data. The aim is to capture the correlations between the scans of an experiment and a set of external predictor variables that are thought to affect the scans, such as type, intensity, or …	https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.420.374&rep=rep1&type=pdf	https://scholar.google.com/scholar?q=related:DLWg239s3asJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
291	KJ Friston	Transients, metastability, and neuronal dynamics	1997	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811997902597	https://scholar.google.com/scholar?cites=14537174513266450716&as_sdt=2005&sciodt=2007&hl=en	134	2021-12-16 9:10:44									291	12.13	291	1	24	This paper is about neuronal dynamics and how their special complexity can be understood in terms of nonlinear dynamics. There are many aspects of neuronal interactions and connectivity that engender the complexity of brain dynamics. In this paper we consider (i) the …	https://fil.ion.ucl.ac.uk/~karl/Transients,%20Metastability,%20and%20Neuronal%20Dynamics.pdf	https://scholar.google.com/scholar?q=related:HOEb1TJrvskJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
247	KJ Friston	Testing for anatomically specified regional effects	1997	Human brain mapping	Wiley Online Library	https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-0193(1997)5:2%3C133::AID-HBM7%3E3.0.CO;2-4	https://scholar.google.com/scholar?cites=17553721533207982655&as_sdt=2005&sciodt=2007&hl=en	165	2021-12-16 9:10:44		10.1002/(SICI)1097-0193(1997)5:2%3C133::AID-HBM7%3E3.0.CO;2-4							247	10.29	247	1	24	We present a simple method that allows statistical inferences to be made about the significance of regional effects in statistical parametric maps (SPMs) when the approximate location of the effect is specified in advance. The test can be thought of as analogous to …	http://www.fil.ion.ucl.ac.uk/~karl/Testing%20for%20anatomically%20specified%20regional%20effects.pdf	https://scholar.google.com/scholar?q=related:P7L8GLtYm_MJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
156	SJ Kiebel, J Ashburner, JB Poline, KJ Friston	MRI and PET coregistration—a cross validation of statistical parametric mapping and automated image registration	1997	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811997902652	https://scholar.google.com/scholar?cites=13596375805931219428&as_sdt=2005&sciodt=2007&hl=en	257	2021-12-16 9:10:44									156	6.5	39	4	24	Coregistration of functional PET and T1-weighted MR images is a necessary step for combining functional information from PET images with anatomical information in MR images. Several coregistration algorithms have been published and are used in functional …	http://www.fil.ion.ucl.ac.uk/spm/doc/papers/sjk_coreg.pdf	https://scholar.google.com/scholar?q=related:5Ok-QcIHsLwJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
155	KJ Friston, CJ Price	Human brain function	1997		Citeseer	http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.160.4538	https://scholar.google.com/scholar?cites=11889387387793327682&as_sdt=2005&sciodt=2007&hl=en	667	2021-12-16 9:10:44	CITATION								155	6.46	78	2	24	CiteSeerX — Human Brain Function Documents Authors Tables Log in Sign up MetaCart DMCA Donate CiteSeerX logo Documents: Advanced Search Include Citations Authors: Advanced Search Include Citations Tables: DMCA Human Brain Function (1997) Cached …		https://scholar.google.com/scholar?q=related:QkZuJtaW_6QJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
151	KJ Friston	Another neural code?	1997	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811997902603	https://scholar.google.com/scholar?cites=296070484236581479&as_sdt=2005&sciodt=2007&hl=en	322	2021-12-16 9:10:44									151	6.29	151	1	24	This paper presents the conjecture that functional integration may be mediated by the mutual induction and maintenance of stereotyped spatiotemporal patterns of activity (ie, transients) in different neuronal populations. In contradistinction to temporal and rate coding …	https://fil.ion.ucl.ac.uk/spm/doc/papers/karl_neural_code.pdf	https://scholar.google.com/scholar?q=related:ZzpmaYnaGwQJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
143	G Rees, A Howseman, O Josephs, CD Frith, KJ Friston, ...	Characterizing the relationship between BOLD contrast and regional cerebral blood flow measurements by varying the stimulus presentation rate	1997	Neuroimage	Elsevier	https://www.sciencedirect.com/science/article/pii/S1053811997903001	https://scholar.google.com/scholar?cites=15954405521632573447&as_sdt=2005&sciodt=2007&hl=en	355	2021-12-16 9:10:44									143	5.96	24	6	24	This paper investigates the relationship between the blood oxygenation level dependent (BOLD) contrast effect and regional cerebral blood flow using the techniques of functional MRI (fMRI) and positron emission tomography (PET). A passive listening paradigm with …	https://www.academia.edu/download/47737888/Characterizing_the_Relationship_between_20160802-18987-6xunis.pdf	https://scholar.google.com/scholar?q=related:B7hwt0pvad0J:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
81	J Ashburner, KJ Friston	Spatial transformation of images	1997	Human brain function	fil.ion.ucl.ac.uk	http://fil.ion.ucl.ac.uk/spm/doc/books/hbf1/Ch2.pdf	https://scholar.google.com/scholar?cites=7090193584480683220&as_sdt=2005&sciodt=2007&hl=en	442	2021-12-16 9:10:44	PDF								81	3.38	41	2	24	This chapter describes how to identify the spatial and intensity transformations that map one image onto another. A general technique is presented that implements non-linear spatial (stereotactic) normalisation and image realignment. Spatial transformations are important in …	http://fil.ion.ucl.ac.uk/spm/doc/books/hbf1/Ch2.pdf	https://scholar.google.com/scholar?q=related:1IS5539tZWIJ:scholar.google.com/&scioq=author:%22karl+j+friston%22&hl=en&as_sdt=2007
